date,updateDate,code1,code2,code3,value,source
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,181000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,W/SPR,AP,2400.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,219000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,165500.0,S1
2010-01-01,2010-12-31 00:00:00,shAIn,W/WIN,AH,235000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,171500.0,S1
2010-01-01,2010-12-31 00:00:00,shAIn,W/WIN,YLD,60.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,W/SPR,AP,2100.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,W/SPR,AP,1500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,87000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,W/SPR,AP,700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,51000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,88600.0,S1
2010-01-01,2010-12-31 00:00:00,shAMn,S/1,AP,95000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,8600.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,C/1,PRD,427000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,13800.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,12900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,22200.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,11300.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,68900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,76900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,170000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,49300.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,35000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,W/WIN,AP,1300.0,S1
2010-01-01,2010-12-31 00:00:00,shAMs,W/WIN,YLD,48.2,S1
2010-01-01,2010-12-31 00:00:00,shAMs,S/1,AP,2000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,68100.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,127500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,23000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AH,1000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AP,1000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,41.2,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,65400.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AH,300.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AP,1000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,37.3,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,101000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,72700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,111500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,30900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,SG,AP,800.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,26.9,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,22900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,31.6,S1
2010-01-01,2010-12-31 00:00:00,shAMo,SG,AP,1000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,1800.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,SG,AP,700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AH,2600.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,PRD,190000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,44.2,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,154000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AH,11000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AP,11500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,61.5,S1
2010-01-01,2010-12-31 00:00:00,shAMo,S/1,AP,161000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,442000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,4600.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,38500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,YLD,56.7,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,389400.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD/NIRR,41.6,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,262200.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,270300.0,S1
2010-01-01,2010-12-31 00:00:00,shANv,W/WIN,YLD,109.0,S1
2010-01-01,2010-12-31 00:00:00,shANm,W/WIN,PRD/IRR,2597000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,1646000.0,S1
2010-01-01,2010-12-31 00:00:00,shAOr,W/WIN,AP,800000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,23000.0,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,PRD,17050000.0,S1
2010-01-01,2010-12-31 00:00:00,shAOh,W/WIN,PRD,42700000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,596000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,11200.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,11500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,21500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,YLD,42.3,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,424500.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,11000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,18900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,726000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,20700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,YLD,64.3,S1
2010-01-01,2010-12-31 00:00:00,shATx,W/WIN,PRD,123750000.0,S1
2010-01-01,2010-12-31 00:00:00,shATx,W/WIN,AH/IRR,750000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,162000.0,S1
2010-01-01,2010-12-31 00:00:00,shATx,W/WIN,AP/NIRR,4600000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,5000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,4700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,777000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,25700.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AP,27000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,YLD,30.2,S1
2010-01-01,2010-12-31 00:00:00,shAVa,W/WIN,YLD,51.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,YLD,36.7,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,PRD,420000.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,AH,12200.0,S1
2010-01-01,2010-12-31 00:00:00,shAMt,W/WIN,YLD,39.3,S1
2010-01-01,2010-12-31 00:00:00,shAWi,W/WIN,PRD,14720000.0,S1
2010-01-01,2010-12-31 00:00:00,shAWy,W/WIN,PRD,4160000.0,S1
2010-01-01,2010-12-31 00:00:00,shALa,W/WIN,YLD,51.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,70000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,1600.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,47.8,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,115000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP/NIRR,1500.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,49.9,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,29100.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,2600.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,130300.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,PRD,265000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,62000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,1800.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,88000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,92500.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,3600.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,54500.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,PRD,1428000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,4300.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,4800.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,50.1,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,117500.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,SG,AP,2700.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,160000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,15000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,50400.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,2500.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,64800.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,PRD,1734500.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,128000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,49600.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,6300.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,S/1,AP,100800.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,PRD,120000.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,2700.0,S1
2010-01-01,2010-12-31 00:00:00,shANj,C/1,PRD,306000.0,S1
2010-01-01,2010-12-31 00:00:00,shANj,C/1,YLD,102.0,S1
2010-01-01,2010-12-31 00:00:00,shANj,W/WIN,YLD,45.1,S1
2010-01-01,2010-12-31 00:00:00,shANm,SG,YLD,48.0,S1
2010-01-01,2010-12-31 00:00:00,shANm,SG,YLD,49.2,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,YLD,50.1,S1
2010-01-01,2010-12-31 00:00:00,shANy,W/WIN,YLD,72.7,S1
2010-01-01,2010-12-31 00:00:00,shANy,W/WIN,YLD,68.5,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,YLD,53.3,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,AP,2000.0,S1
2010-01-01,2010-12-31 00:00:00,shANy,W/WIN,YLD,77.9,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,YLD,45.7,S1
2010-01-01,2010-12-31 00:00:00,shANy,W/WIN,YLD,64.2,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,AH,1300.0,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,PRD,60900.0,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,PRD,43000.0,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,YLD,35.8,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,AP,3000.0,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,AH,3000.0,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,YLD,52.4,S1
2010-01-01,2010-12-31 00:00:00,shANy,W/WIN,YLD,61.3,S1
2010-01-01,2010-12-31 00:00:00,shANy,S/1,YLD,45.3,S1
2010-01-01,2010-12-31 00:00:00,shANc,S/1,YLD,21.7,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN/WSOFT,PRD,5.0,S1
2010-01-01,2010-12-31 00:00:00,shAId,W/WIN/WSOFT,PRD,75.0,S1
2010-01-01,2010-12-31 00:00:00,shAUt,W/WIN/WSOFT,PRD,21.0,S1
2010-01-01,2010-12-31 00:00:00,shAWa,W/WIN/WSOFT,PRD,85.0,S1
2010-01-01,2010-12-31 00:00:00,shANc,S/1,YLD,26.7,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,43.3,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,2900.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AH,2900.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,3300.0,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,AP,3300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,42.8,S1
2010-01-01,2010-12-31 00:00:00,shAMo,W/WIN,YLD,42.8,S1
2010-01-01,2010-12-31 00:00:00,shANc,S/1,YLD,25.5,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,18700.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,38200.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,800.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,1200.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,47.8,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,60000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,1000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,1700.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,60.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,530000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,9100.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,11800.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,58.2,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,255000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,4800.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,6100.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,53.1,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,318000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,6500.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,9200.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,48.9,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,202000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,3900.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,PRD,3069000.0,S1
2010-01-01,2010-12-31 00:00:00,shANc,S/1,YLD,25.2,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,54000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,1200.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,2700.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,45.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,139000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,3100.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,3200.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,44.8,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,635000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,10000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,10900.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,63.5,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,635000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,10800.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,12100.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,58.8,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,201000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,3700.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,4600.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,54.3,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,260000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,4400.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,5300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,59.1,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,234000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,4000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,5300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,58.5,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,342000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,6000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,7000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,57.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,763000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,13000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,19000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,58.7,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,13200.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,127000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,2000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,2300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,63.5,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,233000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,4700.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,5400.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,49.6,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,420000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,8000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,9100.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,52.5,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,132000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,2800.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,10300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,47.1,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,168000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,3000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,3800.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,168000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,3100.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,3900.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,54.2,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,192000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,3300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,4300.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,YLD,58.2,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,PRD,488000.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AH,9700.0,S1
2010-01-01,2010-12-31 00:00:00,shAAr,W/WIN,AP,11000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,25000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,500.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,50.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,PRD/IRR,56300.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH/IRR,800.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH/NIRR,7900.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP/IRR,900.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP/NIRR,8300.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,47.5,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD/IRR,70.4,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD/NIRR,45.2,S1
2010-01-01,2010-12-31 00:00:00,shANc,S/1,YLD,14.3,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,56.1,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,59.9,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,32200.0,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,53.6,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,50.1,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,58.4,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,45.8,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,44.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,14900.0,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,51.8,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,50.3,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,54.2,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,53.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,YLD,36.5,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,11600.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,12300.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,4200.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,7800.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,74.0,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,69.8,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,4000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,1402000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,20100.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,22500.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,69.8,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,573000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,6500.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,88.2,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AH,10700.0,S1
2010-01-01,2010-12-31 00:00:00,shANe,W/WIN,AP,24700.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,82.2,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,86000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,1000.0,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,47.6,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,1100.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,86.0,S1
2010-01-01,2010-12-31 00:00:00,shANj,W/WIN,AP,3000.0,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,57.7,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,73000.0,S1
2010-01-01,2010-12-31 00:00:00,shANj,W/WIN,AP,7000.0,S1
2010-01-01,2010-12-31 00:00:00,shANj,W/WIN,YLD,52.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,102000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,69.2,S1
2010-01-01,2010-12-31 00:00:00,shANd,W/WIN,YLD,60.8,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,3650000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,96.6,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,4850000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,46100.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,101000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,105.2,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,14200.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,77.5,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,1450000.0,S1
2010-01-01,2010-12-31 00:00:00,shANm,W/WIN,AH,133500.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AH,12700.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,AP,38000.0,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,YLD,114.2,S1
2010-01-01,2010-12-31 00:00:00,shACa,W/WIN,PRD,1800000.0,S1
